WKT,cat,capacity,origin_rd,origin_pt0
"POINT (153036.734098586835898 5401724.336645132862031)",619,20,1,0
"POINT (152956.925209361186717 5401080.063901822082698)",620,20,1,0
"POINT (152603.485842790396418 5401080.063901822082698)",620,20,1,0
"POINT (152956.925209361186717 5401080.063901822082698)",621,20,1,0
"POINT (153139.345527591271093 5401152.804372841492295)",621,20,1,0
"POINT (157927.878881130862283 5401038.497918383218348)",622,20,1,0
"POINT (157882.273801573348464 5401038.497918383218348)",622,20,1,0
"POINT (157939.280151020240737 5401038.497918383218348)",623,20,1,0
"POINT (157927.878881130862283 5401038.497918383218348)",623,20,1,0
"POINT (157939.280151020240737 5401038.497918383218348)",624,20,1,0
"POINT (158076.095389692811295 5401776.294124432839453)",624,20,1,0
"POINT (161291.253498497942928 5401038.497918383218348)",625,20,1,0
"POINT (161222.845879161672201 5401319.068306598812342)",625,20,1,0
"POINT (161302.654768387321383 5401038.497918383218348)",626,20,1,0
"POINT (161291.253498497942928 5401038.497918383218348)",626,20,1,0
"POINT (161302.654768387321383 5401038.497918383218348)",627,20,1,0
"POINT (161439.470007059891941 5401225.54484385997057)",627,20,1,0
"POINT (157939.280151020240737 5401028.106422523036599)",628,20,1,0
"POINT (157939.280151020240737 5401038.497918383218348)",628,20,1,0
"POINT (161302.654768387321383 5401028.106422523036599)",629,20,1,0
"POINT (161302.654768387321383 5401038.497918383218348)",629,20,1,0
"POINT (165680.742405909259105 5401017.71492666285485)",630,20,1,0
"POINT (164574.819226639403496 5402046.473016789183021)",630,20,1,0
"POINT (165680.742405909259105 5401007.323430803604424)",631,20,1,0
"POINT (165680.742405909259105 5401017.71492666285485)",631,20,1,0
"POINT (165692.14367579863756 5401007.323430803604424)",632,20,1,0
"POINT (165680.742405909259105 5401007.323430803604424)",632,20,1,0
"POINT (152580.683303011639509 5400996.931934943422675)",633,20,1,0
"POINT (152603.485842790396418 5401080.063901822082698)",633,20,1,0
"POINT (153048.135368476214353 5400996.931934943422675)",634,20,1,0
"POINT (152956.925209361186717 5401080.063901822082698)",634,20,1,0
"POINT (153048.135368476214353 5400996.931934943422675)",635,20,1,0
"POINT (153150.746797480649548 5401142.412876981310546)",635,20,1,0
"POINT (154587.306803542509442 5400965.757447363808751)",636,20,1,0
"POINT (155282.784266794711584 5401412.591769337654114)",636,20,1,0
"POINT (154587.306803542509442 5400955.365951503627002)",637,20,1,0
"POINT (154575.905533653130988 5400955.365951503627002)",637,20,1,0
"POINT (154587.306803542509442 5400955.365951503627002)",638,20,1,0
"POINT (154587.306803542509442 5400965.757447363808751)",638,20,1,0
"POINT (162944.437632458051667 5400944.974455644376576)",639,20,1,0
"POINT (162773.418584117345745 5401298.285314879380167)",639,20,1,0
"POINT (162955.838902347430121 5400944.974455644376576)",640,20,1,0
"POINT (162944.437632458051667 5400944.974455644376576)",640,20,1,0
"POINT (162955.838902347430121 5400944.974455644376576)",641,20,1,0
"POINT (162898.832552900537848 5401402.200273477472365)",641,20,1,0
"POINT (162944.437632458051667 5400934.582959784194827)",642,20,1,0
"POINT (162944.437632458051667 5400944.974455644376576)",642,20,1,0
"POINT (154290.87378641864052 5400913.799968064762652)",643,20,1,0
"POINT (154370.682675644289702 5401474.940744496881962)",643,20,1,0
"POINT (154290.87378641864052 5400913.799968064762652)",644,20,1,0
"POINT (154575.905533653130988 5400955.365951503627002)",644,20,1,0
"POINT (162944.437632458051667 5400913.799968064762652)",645,20,1,0
"POINT (162944.437632458051667 5400934.582959784194827)",645,20,1,0
"POINT (162944.437632458051667 5400903.408472204580903)",646,20,1,0
"POINT (162933.036362568673212 5400903.408472204580903)",646,20,1,0
"POINT (162944.437632458051667 5400903.408472204580903)",647,20,1,0
"POINT (162944.437632458051667 5400913.799968064762652)",647,20,1,0
"POINT (153048.135368476214353 5400861.842488765716553)",648,20,1,0
"POINT (153048.135368476214353 5400996.931934943422675)",648,20,1,0
"POINT (160766.795083586475812 5400861.842488765716553)",649,20,1,0
"POINT (160755.393813697097357 5401235.936339720152318)",649,20,1,0
"POINT (153048.135368476214353 5400851.450992905534804)",650,20,1,0
"POINT (153036.734098586835898 5400851.450992905534804)",650,20,1,0
"POINT (153048.135368476214353 5400851.450992905534804)",651,20,1,0
"POINT (153048.135368476214353 5400861.842488765716553)",651,20,1,0
"POINT (160766.795083586475812 5400851.450992905534804)",652,20,1,0
"POINT (160766.795083586475812 5400861.842488765716553)",652,20,1,0
"POINT (160778.196353475854266 5400851.450992905534804)",653,20,1,0
"POINT (160766.795083586475812 5400851.450992905534804)",653,20,1,0
"POINT (164905.456053431407781 5400778.710521886125207)",654,20,1,0
"POINT (164540.615416971268132 5401350.242794178426266)",654,20,1,0
"POINT (164905.456053431407781 5400768.319026026874781)",655,20,1,0
"POINT (164905.456053431407781 5400778.710521886125207)",655,20,1,0
"POINT (164916.857323320786236 5400768.319026026874781)",656,20,1,0
"POINT (164905.456053431407781 5400768.319026026874781)",656,20,1,0
"POINT (152592.084572901017964 5400726.753042587079108)",657,20,1,0
"POINT (152580.683303011639509 5400996.931934943422675)",657,20,1,0
"POINT (163149.660490466892952 5400726.753042587079108)",658,20,1,0
"POINT (162944.437632458051667 5400903.408472204580903)",658,20,1,0
"POINT (151679.982981750625186 5400716.361546727828681)",659,20,1,0
"POINT (151668.581711861246731 5400716.361546727828681)",659,20,1,0
"POINT (151679.982981750625186 5400716.361546727828681)",660,20,1,0
"POINT (152580.683303011639509 5400996.931934943422675)",660,20,1,0
"POINT (152592.084572901017964 5400726.753042587079108)",661,20,1,0
"POINT (153036.734098586835898 5400851.450992905534804)",661,20,1,0
"POINT (163149.660490466892952 5400716.361546727828681)",662,20,1,0
"POINT (163149.660490466892952 5400726.753042587079108)",662,20,1,0
"POINT (163161.061760356271407 5400716.361546727828681)",663,20,1,0
"POINT (163149.660490466892952 5400716.361546727828681)",663,20,1,0
"POINT (151679.982981750625186 5400705.970050867646933)",664,20,1,0
"POINT (151679.982981750625186 5400716.361546727828681)",664,20,1,0
"POINT (155271.382996905304026 5400674.795563288033009)",665,20,1,0
"POINT (155670.427443033608142 5401235.936339720152318)",665,20,1,0
"POINT (164791.443354537623236 5400674.795563288033009)",666,20,1,0
"POINT (163605.711286042089341 5401194.370356280356646)",666,20,1,0
"POINT (164802.84462442700169 5400674.795563288033009)",667,20,1,0
"POINT (164791.443354537623236 5400674.795563288033009)",667,20,1,0
"POINT (164802.84462442700169 5400674.795563288033009)",668,20,1,0
"POINT (164905.456053431407781 5400768.319026026874781)",668,20,1,0
"POINT (164791.443354537623236 5400664.40406742785126)",669,20,1,0
"POINT (164791.443354537623236 5400674.795563288033009)",669,20,1,0
"POINT (163332.080808696977329 5400622.838083988986909)",670,20,1,0
"POINT (163161.061760356271407 5400716.361546727828681)",670,20,1,0
"POINT (164791.443354537623236 5400622.838083988986909)",671,20,1,0
"POINT (164791.443354537623236 5400664.40406742785126)",671,20,1,0
"POINT (165019.468752325221431 5400622.838083988986909)",672,20,1,0
"POINT (164916.857323320786236 5400768.319026026874781)",672,20,1,0
"POINT (163332.080808696977329 5400612.446588128805161)",673,20,1,0
"POINT (163332.080808696977329 5400622.838083988986909)",673,20,1,0
"POINT (163343.482078586355783 5400612.446588128805161)",674,20,1,0
"POINT (163332.080808696977329 5400612.446588128805161)",674,20,1,0
"POINT (165019.468752325221431 5400612.446588128805161)",675,20,1,0
"POINT (165008.067482435842976 5400612.446588128805161)",675,20,1,0
"POINT (165019.468752325221431 5400612.446588128805161)",676,20,1,0
"POINT (165019.468752325221431 5400622.838083988986909)",676,20,1,0
"POINT (155054.758869007084286 5400581.272100549191236)",677,20,1,0
"POINT (154587.306803542509442 5400955.365951503627002)",677,20,1,0
"POINT (155054.758869007084286 5400581.272100549191236)",678,20,1,0
"POINT (155271.382996905304026 5400674.795563288033009)",678,20,1,0
"POINT (164905.456053431407781 5400581.272100549191236)",679,20,1,0
"POINT (164791.443354537623236 5400622.838083988986909)",679,20,1,0
"POINT (164916.857323320786236 5400581.272100549191236)",680,20,1,0
"POINT (164905.456053431407781 5400581.272100549191236)",680,20,1,0
"POINT (164916.857323320786236 5400581.272100549191236)",681,20,1,0
"POINT (165008.067482435842976 5400612.446588128805161)",681,20,1,0
"POINT (164905.456053431407781 5400570.880604689009488)",682,20,1,0
"POINT (164905.456053431407781 5400581.272100549191236)",682,20,1,0
"POINT (165201.889070555305807 5400560.489108829759061)",683,20,1,0
"POINT (165019.468752325221431 5400612.446588128805161)",683,20,1,0
"POINT (165213.290340444684261 5400560.489108829759061)",684,20,1,0
"POINT (165201.889070555305807 5400560.489108829759061)",684,20,1,0
"POINT (165213.290340444684261 5400560.489108829759061)",685,20,1,0
"POINT (165680.742405909259105 5401007.323430803604424)",685,20,1,0
"POINT (165213.290340444684261 5400550.097612969577312)",686,20,1,0
"POINT (165213.290340444684261 5400560.489108829759061)",686,20,1,0
"POINT (164004.755732170393458 5400539.706117109395564)",687,20,1,0
"POINT (163560.106206484575523 5400861.842488765716553)",687,20,1,0
"POINT (163594.310016152710887 5401194.370356280356646)",687,20,1,0
"POINT (164004.755732170393458 5400529.314621250145137)",688,20,1,0
"POINT (164004.755732170393458 5400539.706117109395564)",688,20,1,0
"POINT (164016.157002059771912 5400529.314621250145137)",689,20,1,0
"POINT (164004.755732170393458 5400529.314621250145137)",689,20,1,0
"POINT (153812.020451064687222 5400518.923125389963388)",690,20,1,0
"POINT (154290.87378641864052 5400913.799968064762652)",690,20,1,0
"POINT (163218.068109803163679 5400518.923125389963388)",691,20,1,0
"POINT (163149.660490466892952 5400716.361546727828681)",691,20,1,0
"POINT (163229.469379692542134 5400518.923125389963388)",692,20,1,0
"POINT (163218.068109803163679 5400518.923125389963388)",692,20,1,0
"POINT (163229.469379692542134 5400518.923125389963388)",693,20,1,0
"POINT (163332.080808696977329 5400612.446588128805161)",693,20,1,0
"POINT (163229.469379692542134 5400508.531629530712962)",694,20,1,0
"POINT (163229.469379692542134 5400518.923125389963388)",694,20,1,0
"POINT (155088.962678675248753 5400487.748637810349464)",695,20,1,0
"POINT (155054.758869007084286 5400581.272100549191236)",695,20,1,0
"POINT (151679.982981750625186 5400705.970050867646933)",696,20,1,0
"POINT (151999.218538653251017 5400477.357141951099038)",696,20,1,0
"POINT (152592.084572901017964 5400726.753042587079108)",696,20,1,0
"POINT (155225.777917347790208 5400456.57415023073554)",697,20,1,0
"POINT (155088.962678675248753 5400487.748637810349464)",697,20,1,0
"POINT (155225.777917347790208 5400456.57415023073554)",698,20,1,0
"POINT (155271.382996905304026 5400674.795563288033009)",698,20,1,0
"POINT (150688.072501374554122 5400446.182654371485114)",699,20,1,0
"POINT (151668.581711861246731 5400716.361546727828681)",699,20,1,0
"POINT (158463.738565931707853 5400435.791158511303365)",700,20,1,0
"POINT (158076.095389692811295 5400539.706117109395564)",700,20,1,0
"POINT (157939.280151020240737 5401028.106422523036599)",700,20,1,0
"POINT (158463.738565931707853 5400435.791158511303365)",701,20,1,0
"POINT (159033.802060400717892 5401454.157752777449787)",701,20,1,0
"POINT (164016.157002059771912 5400529.314621250145137)",702,20,1,0
"POINT (164791.443354537623236 5400622.838083988986909)",702,20,1,0
"POINT (153504.186164051410742 5400425.399662651121616)",703,20,1,0
"POINT (153048.135368476214353 5400851.450992905534804)",703,20,1,0
"POINT (153504.186164051410742 5400425.399662651121616)",704,20,1,0
"POINT (153812.020451064687222 5400518.923125389963388)",704,20,1,0
"POINT (158475.139835821086308 5400425.399662651121616)",705,20,1,0
"POINT (158463.738565931707853 5400435.791158511303365)",705,20,1,0
"POINT (158475.139835821086308 5400415.00816679187119)",706,20,1,0
"POINT (158463.738565931707853 5400415.00816679187119)",706,20,1,0
"POINT (158475.139835821086308 5400415.00816679187119)",707,20,1,0
"POINT (158475.139835821086308 5400425.399662651121616)",707,20,1,0
"POINT (161450.871276949270396 5400363.050687491893768)",708,20,1,0
"POINT (161302.654768387321383 5401028.106422523036599)",708,20,1,0
"POINT (156685.140463188436115 5400300.701712333597243)",709,20,1,0
"POINT (156286.096017060131999 5401142.412876981310546)",709,20,1,0
"POINT (155898.452840821206337 5401308.676810739561915)",709,20,1,0
"POINT (156696.54173307781457 5400300.701712333597243)",710,20,1,0
"POINT (156685.140463188436115 5400300.701712333597243)",710,20,1,0
"POINT (156696.54173307781457 5400300.701712333597243)",711,20,1,0
"POINT (157962.082690798997646 5401890.6005788911134)",711,20,1,0
"POINT (156685.140463188436115 5400290.310216473415494)",712,20,1,0
"POINT (156685.140463188436115 5400300.701712333597243)",712,20,1,0
"POINT (161644.692865068733227 5400290.310216473415494)",713,20,1,0
"POINT (161450.871276949270396 5400363.050687491893768)",713,20,1,0
"POINT (159877.496032214839943 5400279.918720613233745)",714,20,1,0
"POINT (160208.132859006844228 5401308.676810739561915)",714,20,1,0
"POINT (161644.692865068733227 5400279.918720613233745)",715,20,1,0
"POINT (161644.692865068733227 5400290.310216473415494)",715,20,1,0
"POINT (161656.094134958111681 5400279.918720613233745)",716,20,1,0
"POINT (161644.692865068733227 5400279.918720613233745)",716,20,1,0
"POINT (160618.578575024526799 5400238.352737174369395)",717,20,1,0
"POINT (160766.795083586475812 5400851.450992905534804)",717,20,1,0
"POINT (159877.496032214839943 5400279.918720613233745)",718,20,1,0
"POINT (160618.578575024526799 5400238.352737174369395)",718,20,1,0
"POINT (161542.081436064327136 5400196.786753734573722)",719,20,1,0
"POINT (161450.871276949270396 5400363.050687491893768)",719,20,1,0
"POINT (161553.48270595370559 5400196.786753734573722)",720,20,1,0
"POINT (161542.081436064327136 5400196.786753734573722)",720,20,1,0
"POINT (161553.48270595370559 5400196.786753734573722)",721,20,1,0
"POINT (161644.692865068733227 5400279.918720613233745)",721,20,1,0
"POINT (156685.140463188436115 5400186.395257874391973)",722,20,1,0
"POINT (156685.140463188436115 5400290.310216473415494)",722,20,1,0
"POINT (161542.081436064327136 5400186.395257874391973)",723,20,1,0
"POINT (161542.081436064327136 5400196.786753734573722)",723,20,1,0
"POINT (163674.118905378389172 5400186.395257874391973)",724,20,1,0
"POINT (163343.482078586355783 5400612.446588128805161)",724,20,1,0
"POINT (163674.118905378389172 5400186.395257874391973)",725,20,1,0
"POINT (164004.755732170393458 5400529.314621250145137)",725,20,1,0
"POINT (167926.792574117105687 5400144.829274435527623)",726,20,1,0
"POINT (168850.295435156906024 5401921.775066470727324)",726,20,1,0
"POINT (167926.792574117105687 5400134.437778575345874)",727,20,1,0
"POINT (167926.792574117105687 5400144.829274435527623)",727,20,1,0
"POINT (167938.193844006484142 5400134.437778575345874)",728,20,1,0
"POINT (167926.792574117105687 5400134.437778575345874)",728,20,1,0
"POINT (161998.132231639523525 5400113.654786855913699)",729,20,1,0
"POINT (161656.094134958111681 5400279.918720613233745)",729,20,1,0
"POINT (161998.132231639523525 5400113.654786855913699)",730,20,1,0
"POINT (162933.036362568673212 5400903.408472204580903)",730,20,1,0
"POINT (161998.132231639523525 5400061.697307556867599)",731,20,1,0
"POINT (161998.132231639523525 5400113.654786855913699)",731,20,1,0
"POINT (161998.132231639523525 5400051.305811696685851)",732,20,1,0
"POINT (161986.73096175014507 5400051.305811696685851)",732,20,1,0
"POINT (161998.132231639523525 5400051.305811696685851)",733,20,1,0
"POINT (161998.132231639523525 5400061.697307556867599)",733,20,1,0
"POINT (165783.353834913665196 5400040.914315836504102)",734,20,1,0
"POINT (165213.290340444684261 5400550.097612969577312)",734,20,1,0
"POINT (165783.353834913665196 5400040.914315836504102)",735,20,1,0
"POINT (165692.14367579863756 5401007.323430803604424)",735,20,1,0
"POINT (160686.98619436082663 5400009.739828256890178)",736,20,1,0
"POINT (160618.578575024526799 5400238.352737174369395)",736,20,1,0
"POINT (154040.045848852285417 5399968.173844818025827)",737,20,1,0
"POINT (153812.020451064687222 5400518.923125389963388)",737,20,1,0
"POINT (161542.081436064327136 5399905.824869658797979)",738,20,1,0
"POINT (161542.081436064327136 5400186.395257874391973)",738,20,1,0
"POINT (153720.810291949630482 5399885.041877939365804)",739,20,1,0
"POINT (153504.186164051410742 5400425.399662651121616)",739,20,1,0
"POINT (153720.810291949630482 5399885.041877939365804)",740,20,1,0
"POINT (154040.045848852285417 5399968.173844818025827)",740,20,1,0
"POINT (161439.470007059891941 5399885.041877939365804)",741,20,1,0
"POINT (160778.196353475854266 5400851.450992905534804)",741,20,1,0
"POINT (161450.871276949270396 5399885.041877939365804)",742,20,1,0
"POINT (161439.470007059891941 5399885.041877939365804)",742,20,1,0
"POINT (161450.871276949270396 5399885.041877939365804)",743,20,1,0
"POINT (161542.081436064327136 5399905.824869658797979)",743,20,1,0
"POINT (154279.472516529262066 5399874.650382079184055)",744,20,1,0
"POINT (154040.045848852285417 5399968.173844818025827)",744,20,1,0
"POINT (154279.472516529262066 5399874.650382079184055)",745,20,1,0
"POINT (155088.962678675248753 5400487.748637810349464)",745,20,1,0
"POINT (161439.470007059891941 5399874.650382079184055)",746,20,1,0
"POINT (161439.470007059891941 5399885.041877939365804)",746,20,1,0
"POINT (167482.143048431287752 5399874.650382079184055)",747,20,1,0
"POINT (167926.792574117105687 5400134.437778575345874)",747,20,1,0
"POINT (155431.000775356631493 5399853.86739035975188)",748,20,1,0
"POINT (155225.777917347790208 5400456.57415023073554)",748,20,1,0
"POINT (164939.659863099543145 5399853.86739035975188)",749,20,1,0
"POINT (164677.430655643809587 5400061.697307556867599)",749,20,1,0
"POINT (164905.456053431407781 5400570.880604689009488)",749,20,1,0
"POINT (155431.000775356631493 5399843.475894499570131)",750,20,1,0
"POINT (155431.000775356631493 5399853.86739035975188)",750,20,1,0
"POINT (155442.402045246009948 5399843.475894499570131)",751,20,1,0
"POINT (155431.000775356631493 5399843.475894499570131)",751,20,1,0
"POINT (164939.659863099543145 5399843.475894499570131)",752,20,1,0
"POINT (164939.659863099543145 5399853.86739035975188)",752,20,1,0
"POINT (164951.061132988921599 5399843.475894499570131)",753,20,1,0
"POINT (164939.659863099543145 5399843.475894499570131)",753,20,1,0
"POINT (167482.143048431287752 5399812.301406919956207)",754,20,1,0
"POINT (167482.143048431287752 5399874.650382079184055)",754,20,1,0
"POINT (156445.713795511459466 5399801.909911059774458)",755,20,1,0
"POINT (155442.402045246009948 5399843.475894499570131)",755,20,1,0
"POINT (156445.713795511459466 5399801.909911059774458)",756,20,1,0
"POINT (156685.140463188436115 5400186.395257874391973)",756,20,1,0
"POINT (161656.094134958111681 5399801.909911059774458)",757,20,1,0
"POINT (161542.081436064327136 5399905.824869658797979)",757,20,1,0
"POINT (161667.495404847490136 5399801.909911059774458)",758,20,1,0
"POINT (161656.094134958111681 5399801.909911059774458)",758,20,1,0
"POINT (161667.495404847490136 5399801.909911059774458)",759,20,1,0
"POINT (161986.73096175014507 5400051.305811696685851)",759,20,1,0
"POINT (161656.094134958111681 5399791.518415200524032)",760,20,1,0
"POINT (161656.094134958111681 5399801.909911059774458)",760,20,1,0
"POINT (164004.755732170393458 5399749.952431760728359)",761,20,1,0
"POINT (163674.118905378389172 5400186.395257874391973)",761,20,1,0
"POINT (164004.755732170393458 5399739.560935901477933)",762,20,1,0
"POINT (164004.755732170393458 5399749.952431760728359)",762,20,1,0
"POINT (164016.157002059771912 5399739.560935901477933)",763,20,1,0
"POINT (164004.755732170393458 5399739.560935901477933)",763,20,1,0
"POINT (168485.454798696737271 5399739.560935901477933)",764,20,1,0
"POINT (168474.053528807358816 5400040.914315836504102)",764,20,1,0
"POINT (167938.193844006484142 5400134.437778575345874)",764,20,1,0
"POINT (161393.864927502378123 5399687.603456601500511)",765,20,1,0
"POINT (160686.98619436082663 5400009.739828256890178)",765,20,1,0
"POINT (161405.266197391756577 5399687.603456601500511)",766,20,1,0
"POINT (161393.864927502378123 5399687.603456601500511)",766,20,1,0
"POINT (161405.266197391756577 5399687.603456601500511)",767,20,1,0
"POINT (161439.470007059891941 5399874.650382079184055)",767,20,1,0
"POINT (161405.266197391756577 5399677.211960742250085)",768,20,1,0
"POINT (161405.266197391756577 5399687.603456601500511)",768,20,1,0
"POINT (164118.768431064207107 5399666.820464882068336)",769,20,1,0
"POINT (164016.157002059771912 5399739.560935901477933)",769,20,1,0
"POINT (163913.545573055365821 5399656.428969021886587)",770,20,1,0
"POINT (164004.755732170393458 5399739.560935901477933)",770,20,1,0
"POINT (164118.768431064207107 5399656.428969021886587)",771,20,1,0
"POINT (164118.768431064207107 5399666.820464882068336)",771,20,1,0
"POINT (164130.169700953585561 5399656.428969021886587)",772,20,1,0
"POINT (164118.768431064207107 5399656.428969021886587)",772,20,1,0
"POINT (163902.144303165987367 5399646.037473162636161)",773,20,1,0
"POINT (163332.080808696977329 5399988.956836537458003)",773,20,1,0
"POINT (163229.469379692542134 5400508.531629530712962)",773,20,1,0
"POINT (163913.545573055365821 5399646.037473162636161)",774,20,1,0
"POINT (163902.144303165987367 5399646.037473162636161)",774,20,1,0
"POINT (163913.545573055365821 5399646.037473162636161)",775,20,1,0
"POINT (163913.545573055365821 5399656.428969021886587)",775,20,1,0
"POINT (166170.997011152590858 5399614.862985583022237)",776,20,1,0
"POINT (165783.353834913665196 5400040.914315836504102)",776,20,1,0
"POINT (166216.602090710104676 5399614.862985583022237)",777,20,1,0
"POINT (166581.442727170273429 5400518.923125389963388)",777,20,1,0
"POINT (165999.977962811884936 5401828.251603731885552)",777,20,1,0
"POINT (166170.997011152590858 5399604.471489722840488)",778,20,1,0
"POINT (166170.997011152590858 5399614.862985583022237)",778,20,1,0
"POINT (166182.398281041969312 5399604.471489722840488)",779,20,1,0
"POINT (166170.997011152590858 5399604.471489722840488)",779,20,1,0
"POINT (166205.200820820726221 5399604.471489722840488)",780,20,1,0
"POINT (166182.398281041969312 5399604.471489722840488)",780,20,1,0
"POINT (166216.602090710104676 5399604.471489722840488)",781,20,1,0
"POINT (166205.200820820726221 5399604.471489722840488)",781,20,1,0
"POINT (166216.602090710104676 5399604.471489722840488)",782,20,1,0
"POINT (166216.602090710104676 5399614.862985583022237)",782,20,1,0
"POINT (164027.558271949150367 5399573.297002143226564)",783,20,1,0
"POINT (164118.768431064207107 5399656.428969021886587)",783,20,1,0
"POINT (164016.157002059771912 5399562.905506283044815)",784,20,1,0
"POINT (163913.545573055365821 5399646.037473162636161)",784,20,1,0
"POINT (164027.558271949150367 5399562.905506283044815)",785,20,1,0
"POINT (164016.157002059771912 5399562.905506283044815)",785,20,1,0
"POINT (164027.558271949150367 5399562.905506283044815)",786,20,1,0
"POINT (164027.558271949150367 5399573.297002143226564)",786,20,1,0
"POINT (157859.471261794562452 5399552.514010423794389)",787,20,1,0
"POINT (156685.140463188436115 5400186.395257874391973)",787,20,1,0
"POINT (157859.471261794562452 5399552.514010423794389)",788,20,1,0
"POINT (158463.738565931707853 5400415.00816679187119)",788,20,1,0
"POINT (160151.126509559951955 5399510.948026983998716)",789,20,1,0
"POINT (159877.496032214839943 5400279.918720613233745)",789,20,1,0
"POINT (160151.126509559951955 5399510.948026983998716)",790,20,1,0
"POINT (160208.132859006844228 5399646.037473162636161)",790,20,1,0
"POINT (153880.428070400957949 5399479.773539404384792)",791,20,1,0
"POINT (153720.810291949630482 5399885.041877939365804)",791,20,1,0
"POINT (153880.428070400957949 5399469.382043545134366)",792,20,1,0
"POINT (153880.428070400957949 5399479.773539404384792)",792,20,1,0
"POINT (153891.829340290336404 5399469.382043545134366)",793,20,1,0
"POINT (153880.428070400957949 5399469.382043545134366)",793,20,1,0
"POINT (164187.176050400477834 5399417.424564245156944)",794,20,1,0
"POINT (164027.558271949150367 5399562.905506283044815)",794,20,1,0
"POINT (164232.781129957991652 5399417.424564245156944)",795,20,1,0
"POINT (164130.169700953585561 5399656.428969021886587)",795,20,1,0
"POINT (164175.77478051109938 5399407.033068385906518)",796,20,1,0
"POINT (163993.354462281015003 5399407.033068385906518)",796,20,1,0
"POINT (164187.176050400477834 5399407.033068385906518)",797,20,1,0
"POINT (164175.77478051109938 5399407.033068385906518)",797,20,1,0
"POINT (164187.176050400477834 5399407.033068385906518)",798,20,1,0
"POINT (164187.176050400477834 5399417.424564245156944)",798,20,1,0
"POINT (164198.577320289856289 5399407.033068385906518)",799,20,1,0
"POINT (164187.176050400477834 5399407.033068385906518)",799,20,1,0
"POINT (164198.577320289856289 5399407.033068385906518)",800,20,1,0
"POINT (164232.781129957991652 5399417.424564245156944)",800,20,1,0
"POINT (164187.176050400477834 5399396.641572525724769)",801,20,1,0
"POINT (164187.176050400477834 5399407.033068385906518)",801,20,1,0
"POINT (155020.555059338948922 5399365.467084946110845)",802,20,1,0
"POINT (155431.000775356631493 5399843.475894499570131)",802,20,1,0
"POINT (166763.863045400357805 5399365.467084946110845)",803,20,1,0
"POINT (166216.602090710104676 5399604.471489722840488)",803,20,1,0
"POINT (166763.863045400357805 5399365.467084946110845)",804,20,1,0
"POINT (167482.143048431287752 5399874.650382079184055)",804,20,1,0
"POINT (164449.405257856211392 5399323.901101507246494)",805,20,1,0
"POINT (164232.781129957991652 5399417.424564245156944)",805,20,1,0
"POINT (164460.806527745589847 5399323.901101507246494)",806,20,1,0
"POINT (164449.405257856211392 5399323.901101507246494)",806,20,1,0
"POINT (164460.806527745589847 5399323.901101507246494)",807,20,1,0
"POINT (164939.659863099543145 5399843.475894499570131)",807,20,1,0
"POINT (164460.806527745589847 5399313.509605647064745)",808,20,1,0
"POINT (164460.806527745589847 5399323.901101507246494)",808,20,1,0
"POINT (164460.806527745589847 5399261.552126348018646)",809,20,1,0
"POINT (164460.806527745589847 5399313.509605647064745)",809,20,1,0
"POINT (166820.869394847250078 5399251.160630487836897)",810,20,1,0
"POINT (166763.863045400357805 5399365.467084946110845)",810,20,1,0
"POINT (154245.268706861126702 5399209.594647048041224)",811,20,1,0
"POINT (153891.829340290336404 5399469.382043545134366)",811,20,1,0
"POINT (154245.268706861126702 5399209.594647048041224)",812,20,1,0
"POINT (154279.472516529262066 5399874.650382079184055)",812,20,1,0
"POINT (155168.771567900897935 5399178.4201594684273)",813,20,1,0
"POINT (155020.555059338948922 5399365.467084946110845)",813,20,1,0
"POINT (153606.797593055845937 5399168.028663609176874)",814,20,1,0
"POINT (153595.396323166467482 5399168.028663609176874)",814,20,1,0
"POINT (153606.797593055845937 5399168.028663609176874)",815,20,1,0
"POINT (153880.428070400957949 5399469.382043545134366)",815,20,1,0
"POINT (154826.733471219486091 5399168.028663609176874)",816,20,1,0
"POINT (155020.555059338948922 5399365.467084946110845)",816,20,1,0
"POINT (153606.797593055845937 5399157.637167748995125)",817,20,1,0
"POINT (153606.797593055845937 5399168.028663609176874)",817,20,1,0
"POINT (154245.268706861126702 5399209.594647048041224)",818,20,1,0
"POINT (154826.733471219486091 5399168.028663609176874)",818,20,1,0
"POINT (153606.797593055845937 5399095.288192589767277)",819,20,1,0
"POINT (153606.797593055845937 5399157.637167748995125)",819,20,1,0
"POINT (153139.345527591271093 5399084.896696730516851)",820,20,1,0
"POINT (153595.396323166467482 5399168.028663609176874)",820,20,1,0
"POINT (166011.37923270126339 5399012.156225711107254)",821,20,1,0
"POINT (164951.061132988921599 5399843.475894499570131)",821,20,1,0
"POINT (166011.37923270126339 5399012.156225711107254)",822,20,1,0
"POINT (166170.997011152590858 5399604.471489722840488)",822,20,1,0
"POINT (163058.450331351865316 5399001.764729850925505)",823,20,1,0
"POINT (161998.132231639523525 5400051.305811696685851)",823,20,1,0
"POINT (163058.450331351865316 5398991.373233991675079)",824,20,1,0
"POINT (163058.450331351865316 5399001.764729850925505)",824,20,1,0
"POINT (163069.85160124124377 5398991.373233991675079)",825,20,1,0
"POINT (163058.450331351865316 5398991.373233991675079)",825,20,1,0
"POINT (153139.345527591271093 5398929.024258832447231)",826,20,1,0
"POINT (152934.122669582429808 5398949.807250551879406)",826,20,1,0
