WKT,cat,capacity,origin_rd,origin_pt0
"POINT (163890.743033276579808 5403833.810304683633149)",411,20,1,0
"POINT (164038.959541838528821 5403428.541966149583459)",412,20,1,0
"POINT (164027.558271949150367 5403428.541966149583459)",412,20,1,0
"POINT (164027.558271949150367 5403418.15047028940171)",413,20,1,0
"POINT (164027.558271949150367 5403428.541966149583459)",413,20,1,0
"POINT (158076.095389692811295 5403324.627007550559938)",414,20,1,0
"POINT (158064.694119803403737 5403542.848420607857406)",414,20,1,0
"POINT (158076.095389692811295 5403314.235511691309512)",415,20,1,0
"POINT (158076.095389692811295 5403324.627007550559938)",415,20,1,0
"POINT (158087.49665958218975 5403314.235511691309512)",416,20,1,0
"POINT (158076.095389692811295 5403314.235511691309512)",416,20,1,0
"POINT (167356.729079648124753 5403314.235511691309512)",417,20,1,0
"POINT (166649.850346506544156 5403844.201800543814898)",417,20,1,0
"POINT (167356.729079648124753 5403303.844015831127763)",418,20,1,0
"POINT (167356.729079648124753 5403314.235511691309512)",418,20,1,0
"POINT (167368.130349537503207 5403303.844015831127763)",419,20,1,0
"POINT (167356.729079648124753 5403303.844015831127763)",419,20,1,0
"POINT (167368.130349537503207 5403303.844015831127763)",420,20,1,0
"POINT (167812.779875223321142 5404083.206205320544541)",420,20,1,0
"POINT (160937.814131927181734 5403283.061024111695588)",421,20,1,0
"POINT (160880.807782480260357 5403771.461329524405301)",421,20,1,0
"POINT (161656.094134958111681 5403241.495040671899915)",422,20,1,0
"POINT (161690.297944626247045 5403740.286841944791377)",422,20,1,0
"POINT (162089.342390754551161 5403220.71204895246774)",423,20,1,0
"POINT (162112.14493053330807 5403459.716453729197383)",423,20,1,0
"POINT (166649.850346506544156 5403220.71204895246774)",424,20,1,0
"POINT (166638.449076617165701 5403844.201800543814898)",424,20,1,0
"POINT (167140.104951749905013 5403210.320553092285991)",425,20,1,0
"POINT (166649.850346506544156 5403220.71204895246774)",425,20,1,0
"POINT (167151.506221639283467 5403210.320553092285991)",426,20,1,0
"POINT (167140.104951749905013 5403210.320553092285991)",426,20,1,0
"POINT (167151.506221639283467 5403210.320553092285991)",427,20,1,0
"POINT (167356.729079648124753 5403303.844015831127763)",427,20,1,0
"POINT (167140.104951749905013 5403199.929057233035564)",428,20,1,0
"POINT (167140.104951749905013 5403210.320553092285991)",428,20,1,0
"POINT (158338.324597148544854 5403189.537561372853816)",429,20,1,0
"POINT (158087.49665958218975 5403314.235511691309512)",429,20,1,0
"POINT (158338.324597148544854 5403189.537561372853816)",430,20,1,0
"POINT (159250.426188298937632 5403449.324957869015634)",430,20,1,0
"POINT (167140.104951749905013 5403158.363073793239892)",431,20,1,0
"POINT (167140.104951749905013 5403199.929057233035564)",431,20,1,0
"POINT (158292.719517591001932 5403147.971577933058143)",432,20,1,0
"POINT (158338.324597148544854 5403189.537561372853816)",432,20,1,0
"POINT (152033.42234832138638 5403127.188586213625968)",433,20,1,0
"POINT (151531.766473188676173 5403480.499445448629558)",433,20,1,0
"POINT (152044.823618210764835 5403127.188586213625968)",434,20,1,0
"POINT (152033.42234832138638 5403127.188586213625968)",434,20,1,0
"POINT (152044.823618210764835 5403127.188586213625968)",435,20,1,0
"POINT (152820.109970688616158 5403709.112354365177453)",435,20,1,0
"POINT (153378.772195268247742 5405028.832328567281365)",435,20,1,0
"POINT (161884.119532745709876 5403127.188586213625968)",436,20,1,0
"POINT (161656.094134958111681 5403241.495040671899915)",436,20,1,0
"POINT (161884.119532745709876 5403127.188586213625968)",437,20,1,0
"POINT (162089.342390754551161 5403220.71204895246774)",437,20,1,0
"POINT (152033.42234832138638 5403116.797090353444219)",438,20,1,0
"POINT (152033.42234832138638 5403127.188586213625968)",438,20,1,0
"POINT (157996.28650046713301 5403106.405594494193792)",439,20,1,0
"POINT (158076.095389692811295 5403314.235511691309512)",439,20,1,0
"POINT (157996.28650046713301 5403106.405594494193792)",440,20,1,0
"POINT (158292.719517591001932 5403147.971577933058143)",440,20,1,0
"POINT (159421.445236639643554 5403085.622602773830295)",441,20,1,0
"POINT (159250.426188298937632 5403449.324957869015634)",441,20,1,0
"POINT (157950.681420909619192 5403064.839611054398119)",442,20,1,0
"POINT (157996.28650046713301 5403106.405594494193792)",442,20,1,0
"POINT (159284.629997967072995 5403023.273627615533769)",443,20,1,0
"POINT (159273.228728077694541 5403023.273627615533769)",443,20,1,0
"POINT (159284.629997967072995 5403023.273627615533769)",444,20,1,0
"POINT (159421.445236639643554 5403085.622602773830295)",444,20,1,0
"POINT (159284.629997967072995 5403012.88213175535202)",445,20,1,0
"POINT (159284.629997967072995 5403023.273627615533769)",445,20,1,0
"POINT (161542.081436064327136 5403002.490635895170271)",446,20,1,0
"POINT (161656.094134958111681 5403241.495040671899915)",446,20,1,0
"POINT (153812.020451064687222 5402981.707644175738096)",447,20,1,0
"POINT (154598.708073431887897 5404821.002411370165646)",447,20,1,0
"POINT (161713.100484405003954 5402919.358669016510248)",448,20,1,0
"POINT (161542.081436064327136 5403002.490635895170271)",448,20,1,0
"POINT (161724.501754294382408 5402919.358669016510248)",449,20,1,0
"POINT (161713.100484405003954 5402919.358669016510248)",449,20,1,0
"POINT (161724.501754294382408 5402919.358669016510248)",450,20,1,0
"POINT (161884.119532745709876 5403127.188586213625968)",450,20,1,0
"POINT (159102.209679736988619 5402908.967173156328499)",451,20,1,0
"POINT (159273.228728077694541 5403023.273627615533769)",451,20,1,0
"POINT (161314.056038276728941 5402908.967173156328499)",452,20,1,0
"POINT (160937.814131927181734 5403283.061024111695588)",452,20,1,0
"POINT (161314.056038276728941 5402908.967173156328499)",453,20,1,0
"POINT (161542.081436064327136 5403002.490635895170271)",453,20,1,0
"POINT (161713.100484405003954 5402908.967173156328499)",454,20,1,0
"POINT (161713.100484405003954 5402919.358669016510248)",454,20,1,0
"POINT (166581.442727170273429 5402877.792685577645898)",455,20,1,0
"POINT (166649.850346506544156 5403220.71204895246774)",455,20,1,0
"POINT (166581.442727170273429 5402867.401189717464149)",456,20,1,0
"POINT (166570.041457280894974 5402867.401189717464149)",456,20,1,0
"POINT (166581.442727170273429 5402867.401189717464149)",457,20,1,0
"POINT (166581.442727170273429 5402877.792685577645898)",457,20,1,0
"POINT (166592.843997059651883 5402867.401189717464149)",458,20,1,0
"POINT (166581.442727170273429 5402867.401189717464149)",458,20,1,0
"POINT (166581.442727170273429 5402857.0096938572824)",459,20,1,0
"POINT (166581.442727170273429 5402867.401189717464149)",459,20,1,0
"POINT (159193.419838852045359 5402825.835206277668476)",460,20,1,0
"POINT (159102.209679736988619 5402908.967173156328499)",460,20,1,0
"POINT (159204.821108741423814 5402825.835206277668476)",461,20,1,0
"POINT (159193.419838852045359 5402825.835206277668476)",461,20,1,0
"POINT (159204.821108741423814 5402825.835206277668476)",462,20,1,0
"POINT (159284.629997967072995 5403012.88213175535202)",462,20,1,0
"POINT (159193.419838852045359 5402815.44371041841805)",463,20,1,0
"POINT (159193.419838852045359 5402825.835206277668476)",463,20,1,0
"POINT (166056.984312258806312 5402784.269222838804126)",464,20,1,0
"POINT (164335.392558962426847 5403864.984792263247073)",464,20,1,0
"POINT (166056.984312258806312 5402784.269222838804126)",465,20,1,0
"POINT (166570.041457280894974 5402867.401189717464149)",465,20,1,0
"POINT (155054.758869007084286 5402763.486231118440628)",466,20,1,0
"POINT (155054.758869007084286 5404010.465734301134944)",466,20,1,0
"POINT (155533.612204361066688 5404935.308865828439593)",466,20,1,0
"POINT (159193.419838852045359 5402763.486231118440628)",467,20,1,0
"POINT (159193.419838852045359 5402815.44371041841805)",467,20,1,0
"POINT (160436.158256794442423 5402742.703239399008453)",468,20,1,0
"POINT (160299.343018121900968 5403625.980387486517429)",468,20,1,0
"POINT (167550.550667767587584 5402711.528751819394529)",469,20,1,0
"POINT (166592.843997059651883 5402867.401189717464149)",469,20,1,0
"POINT (167561.951937656966038 5402711.528751819394529)",470,20,1,0
"POINT (167550.550667767587584 5402711.528751819394529)",470,20,1,0
"POINT (167561.951937656966038 5402711.528751819394529)",471,20,1,0
"POINT (168474.053528807358816 5403625.980387486517429)",471,20,1,0
"POINT (169956.218614426761633 5403698.720858505927026)",471,20,1,0
"POINT (171723.415447280654917 5403220.71204895246774)",471,20,1,0
"POINT (172304.880211639043409 5403459.716453729197383)",471,20,1,0
"POINT (167561.951937656966038 5402701.13725595921278)",472,20,1,0
"POINT (167561.951937656966038 5402711.528751819394529)",472,20,1,0
"POINT (160709.788734139583539 5402680.354264239780605)",473,20,1,0
"POINT (160436.158256794442423 5402742.703239399008453)",473,20,1,0
"POINT (160709.788734139583539 5402680.354264239780605)",474,20,1,0
"POINT (160937.814131927181734 5403283.061024111695588)",474,20,1,0
"POINT (156080.873159051290713 5402669.962768380530179)",475,20,1,0
"POINT (156400.108715953945648 5404363.776593536138535)",475,20,1,0
"POINT (156080.873159051290713 5402669.962768380530179)",476,20,1,0
"POINT (157950.681420909619192 5403064.839611054398119)",476,20,1,0
"POINT (159638.069364537863294 5402669.962768380530179)",477,20,1,0
"POINT (159193.419838852045359 5402763.486231118440628)",477,20,1,0
"POINT (159638.069364537863294 5402669.962768380530179)",478,20,1,0
"POINT (159421.445236639643554 5403085.622602773830295)",478,20,1,0
"POINT (160721.190004028961994 5402669.962768380530179)",479,20,1,0
"POINT (160709.788734139583539 5402680.354264239780605)",479,20,1,0
"POINT (160721.190004028961994 5402669.962768380530179)",480,20,1,0
"POINT (161314.056038276728941 5402908.967173156328499)",480,20,1,0
"POINT (160709.788734139583539 5402659.57127252034843)",481,20,1,0
"POINT (160721.190004028961994 5402669.962768380530179)",481,20,1,0
"POINT (160709.788734139583539 5402649.179776660166681)",482,20,1,0
"POINT (160698.387464250205085 5402649.179776660166681)",482,20,1,0
"POINT (160709.788734139583539 5402649.179776660166681)",483,20,1,0
"POINT (160709.788734139583539 5402659.57127252034843)",483,20,1,0
"POINT (159683.674444095377112 5402628.396784940734506)",484,20,1,0
"POINT (159638.069364537863294 5402669.962768380530179)",484,20,1,0
"POINT (158019.089040245889919 5402607.61379322130233)",485,20,1,0
"POINT (157950.681420909619192 5403064.839611054398119)",485,20,1,0
"POINT (158030.490310135268373 5402607.61379322130233)",486,20,1,0
"POINT (158019.089040245889919 5402607.61379322130233)",486,20,1,0
"POINT (158030.490310135268373 5402607.61379322130233)",487,20,1,0
"POINT (158292.719517591001932 5403147.971577933058143)",487,20,1,0
"POINT (158019.089040245889919 5402597.222297361120582)",488,20,1,0
"POINT (158019.089040245889919 5402607.61379322130233)",488,20,1,0
"POINT (158019.089040245889919 5402576.439305641688406)",489,20,1,0
"POINT (158019.089040245889919 5402597.222297361120582)",489,20,1,0
"POINT (158019.089040245889919 5402566.047809781506658)",490,20,1,0
"POINT (158019.089040245889919 5402576.439305641688406)",490,20,1,0
"POINT (158030.490310135268373 5402566.047809781506658)",491,20,1,0
"POINT (158019.089040245889919 5402566.047809781506658)",491,20,1,0
"POINT (160424.756986905063968 5402555.656313921324909)",492,20,1,0
"POINT (160436.158256794442423 5402742.703239399008453)",492,20,1,0
"POINT (159683.674444095377112 5402628.396784940734506)",493,20,1,0
"POINT (160424.756986905063968 5402555.656313921324909)",493,20,1,0
"POINT (160481.763336351985345 5402524.481826341710985)",494,20,1,0
"POINT (160424.756986905063968 5402555.656313921324909)",494,20,1,0
"POINT (160493.164606241363799 5402524.481826341710985)",495,20,1,0
"POINT (160481.763336351985345 5402524.481826341710985)",495,20,1,0
"POINT (160493.164606241363799 5402524.481826341710985)",496,20,1,0
"POINT (160698.387464250205085 5402649.179776660166681)",496,20,1,0
"POINT (160481.763336351985345 5402514.090330482460558)",497,20,1,0
"POINT (160481.763336351985345 5402524.481826341710985)",497,20,1,0
"POINT (158030.490310135268373 5402566.047809781506658)",498,20,1,0
"POINT (159102.209679736988619 5402908.967173156328499)",498,20,1,0
"POINT (151588.772822635568446 5402493.307338762097061)",499,20,1,0
"POINT (150106.607737016165629 5403147.971577933058143)",499,20,1,0
"POINT (151588.772822635568446 5402493.307338762097061)",500,20,1,0
"POINT (152033.42234832138638 5403116.797090353444219)",500,20,1,0
"POINT (155624.822363476094324 5402493.307338762097061)",501,20,1,0
"POINT (155054.758869007084286 5402763.486231118440628)",501,20,1,0
"POINT (155624.822363476094324 5402493.307338762097061)",502,20,1,0
"POINT (156080.873159051290713 5402669.962768380530179)",502,20,1,0
"POINT (166809.468124957871623 5402441.349859463050961)",503,20,1,0
"POINT (166581.442727170273429 5402857.0096938572824)",503,20,1,0
"POINT (163571.507476373953978 5402410.175371883437037)",504,20,1,0
"POINT (162112.14493053330807 5403459.716453729197383)",504,20,1,0
"POINT (163571.507476373953978 5402410.175371883437037)",505,20,1,0
"POINT (164027.558271949150367 5403418.15047028940171)",505,20,1,0
"POINT (157962.082690798997646 5402368.609388444572687)",506,20,1,0
"POINT (158019.089040245889919 5402566.047809781506658)",506,20,1,0
"POINT (160823.801433033368085 5402337.434900864958763)",507,20,1,0
"POINT (160709.788734139583539 5402649.179776660166681)",507,20,1,0
"POINT (152033.42234832138638 5402212.736950546503067)",508,20,1,0
"POINT (151588.772822635568446 5402493.307338762097061)",508,20,1,0
"POINT (158087.49665958218975 5402191.953958827070892)",509,20,1,0
"POINT (157962.082690798997646 5402368.609388444572687)",509,20,1,0
"POINT (153264.759496374434093 5402181.562462966889143)",510,20,1,0
"POINT (152033.42234832138638 5402212.736950546503067)",510,20,1,0
"POINT (153276.160766263812548 5402181.562462966889143)",511,20,1,0
"POINT (153264.759496374434093 5402181.562462966889143)",511,20,1,0
"POINT (153276.160766263812548 5402181.562462966889143)",512,20,1,0
"POINT (155054.758869007084286 5402763.486231118440628)",512,20,1,0
"POINT (158304.12078748040949 5402181.562462966889143)",513,20,1,0
"POINT (158087.49665958218975 5402191.953958827070892)",513,20,1,0
"POINT (158315.522057369787944 5402181.562462966889143)",514,20,1,0
"POINT (158304.12078748040949 5402181.562462966889143)",514,20,1,0
"POINT (158315.522057369787944 5402181.562462966889143)",515,20,1,0
"POINT (159193.419838852045359 5402763.486231118440628)",515,20,1,0
"POINT (153264.759496374434093 5402171.170967106707394)",516,20,1,0
"POINT (153264.759496374434093 5402181.562462966889143)",516,20,1,0
"POINT (158304.12078748040949 5402171.170967106707394)",517,20,1,0
"POINT (158304.12078748040949 5402181.562462966889143)",517,20,1,0
"POINT (158076.095389692811295 5402129.604983667843044)",518,20,1,0
"POINT (158087.49665958218975 5402191.953958827070892)",518,20,1,0
"POINT (158304.12078748040949 5402129.604983667843044)",519,20,1,0
"POINT (158304.12078748040949 5402171.170967106707394)",519,20,1,0
"POINT (158076.095389692811295 5402119.213487807661295)",520,20,1,0
"POINT (158076.095389692811295 5402129.604983667843044)",520,20,1,0
"POINT (158087.49665958218975 5402119.213487807661295)",521,20,1,0
"POINT (158076.095389692811295 5402119.213487807661295)",521,20,1,0
"POINT (158304.12078748040949 5402119.213487807661295)",522,20,1,0
"POINT (158304.12078748040949 5402129.604983667843044)",522,20,1,0
"POINT (158315.522057369787944 5402119.213487807661295)",523,20,1,0
"POINT (158304.12078748040949 5402119.213487807661295)",523,20,1,0
"POINT (164563.417956750025041 5402056.864512648433447)",524,20,1,0
"POINT (164563.417956750025041 5403210.320553092285991)",524,20,1,0
"POINT (164038.959541838528821 5403428.541966149583459)",524,20,1,0
"POINT (164563.417956750025041 5402046.473016789183021)",525,20,1,0
"POINT (164563.417956750025041 5402056.864512648433447)",525,20,1,0
"POINT (164574.819226639403496 5402046.473016789183021)",526,20,1,0
"POINT (164563.417956750025041 5402046.473016789183021)",526,20,1,0
"POINT (158190.108088586595841 5402025.690025068819523)",527,20,1,0
"POINT (158087.49665958218975 5402119.213487807661295)",527,20,1,0
"POINT (158201.509358475974295 5402025.690025068819523)",528,20,1,0
"POINT (158190.108088586595841 5402025.690025068819523)",528,20,1,0
"POINT (158201.509358475974295 5402025.690025068819523)",529,20,1,0
"POINT (158304.12078748040949 5402119.213487807661295)",529,20,1,0
"POINT (158190.108088586595841 5402015.298529209569097)",530,20,1,0
"POINT (158190.108088586595841 5402025.690025068819523)",530,20,1,0
"POINT (157973.483960688376101 5401952.949554050341249)",531,20,1,0
"POINT (158076.095389692811295 5402119.213487807661295)",531,20,1,0
"POINT (158178.706818697217386 5401952.949554050341249)",532,20,1,0
"POINT (157973.483960688376101 5401952.949554050341249)",532,20,1,0
"POINT (158178.706818697217386 5401952.949554050341249)",533,20,1,0
"POINT (158190.108088586595841 5402015.298529209569097)",533,20,1,0
"POINT (168850.295435156906024 5401921.775066470727324)",534,20,1,0
"POINT (167561.951937656966038 5402701.13725595921278)",534,20,1,0
"POINT (150585.461072370148031 5401890.6005788911134)",535,20,1,0
"POINT (150585.461072370148031 5401952.949554050341249)",535,20,1,0
"POINT (157962.082690798997646 5401890.6005788911134)",536,20,1,0
"POINT (157973.483960688376101 5401952.949554050341249)",536,20,1,0
"POINT (150585.461072370148031 5401880.209083030931652)",537,20,1,0
"POINT (150574.059802480769577 5401880.209083030931652)",537,20,1,0
"POINT (150585.461072370148031 5401880.209083030931652)",538,20,1,0
"POINT (150585.461072370148031 5401890.6005788911134)",538,20,1,0
"POINT (162511.189376661612187 5401880.209083030931652)",539,20,1,0
"POINT (161770.10683385192533 5402295.86891742516309)",539,20,1,0
"POINT (161713.100484405003954 5402908.967173156328499)",539,20,1,0
"POINT (162522.590646550990641 5401880.209083030931652)",540,20,1,0
"POINT (162511.189376661612187 5401880.209083030931652)",540,20,1,0
"POINT (162579.596995997882914 5401880.209083030931652)",541,20,1,0
"POINT (162522.590646550990641 5401880.209083030931652)",541,20,1,0
"POINT (162590.998265887261368 5401880.209083030931652)",542,20,1,0
"POINT (162579.596995997882914 5401880.209083030931652)",542,20,1,0
"POINT (162590.998265887261368 5401880.209083030931652)",543,20,1,0
"POINT (162089.342390754551161 5403220.71204895246774)",543,20,1,0
"POINT (150585.461072370148031 5401880.209083030931652)",544,20,1,0
"POINT (152033.42234832138638 5402212.736950546503067)",544,20,1,0
"POINT (162511.189376661612187 5401869.817587171681225)",545,20,1,0
"POINT (162511.189376661612187 5401880.209083030931652)",545,20,1,0
"POINT (162590.998265887261368 5401869.817587171681225)",546,20,1,0
"POINT (162590.998265887261368 5401880.209083030931652)",546,20,1,0
"POINT (155259.981727015925571 5401838.643099592067301)",547,20,1,0
"POINT (155248.580457126547117 5401838.643099592067301)",547,20,1,0
"POINT (155259.981727015925571 5401838.643099592067301)",548,20,1,0
"POINT (155624.822363476094324 5402493.307338762097061)",548,20,1,0
"POINT (165988.576692922506481 5401838.643099592067301)",549,20,1,0
"POINT (165931.570343475614209 5401838.643099592067301)",549,20,1,0
"POINT (165999.977962811884936 5401838.643099592067301)",550,20,1,0
"POINT (165988.576692922506481 5401838.643099592067301)",550,20,1,0
"POINT (165999.977962811884936 5401838.643099592067301)",551,20,1,0
"POINT (166056.984312258806312 5402784.269222838804126)",551,20,1,0
"POINT (155259.981727015925571 5401828.251603731885552)",552,20,1,0
"POINT (155259.981727015925571 5401838.643099592067301)",552,20,1,0
"POINT (165999.977962811884936 5401828.251603731885552)",553,20,1,0
"POINT (165999.977962811884936 5401838.643099592067301)",553,20,1,0
"POINT (158076.095389692811295 5401786.68562029208988)",554,20,1,0
"POINT (157962.082690798997646 5401890.6005788911134)",554,20,1,0
"POINT (158087.49665958218975 5401786.68562029208988)",555,20,1,0
"POINT (158076.095389692811295 5401786.68562029208988)",555,20,1,0
"POINT (158087.49665958218975 5401786.68562029208988)",556,20,1,0
"POINT (158178.706818697217386 5401952.949554050341249)",556,20,1,0
"POINT (158076.095389692811295 5401776.294124432839453)",557,20,1,0
"POINT (158076.095389692811295 5401786.68562029208988)",557,20,1,0
"POINT (162705.010964781075018 5401755.511132712475955)",558,20,1,0
"POINT (162590.998265887261368 5401869.817587171681225)",558,20,1,0
"POINT (153048.135368476214353 5401734.72814099304378)",559,20,1,0
"POINT (153264.759496374434093 5402171.170967106707394)",559,20,1,0
"POINT (153048.135368476214353 5401724.336645132862031)",560,20,1,0
"POINT (153036.734098586835898 5401724.336645132862031)",560,20,1,0
"POINT (153048.135368476214353 5401724.336645132862031)",561,20,1,0
"POINT (153048.135368476214353 5401734.72814099304378)",561,20,1,0
"POINT (150015.397577901137993 5401630.813182394951582)",562,20,1,0
"POINT (150574.059802480769577 5401880.209083030931652)",562,20,1,0
"POINT (162898.832552900537848 5401630.813182394951582)",563,20,1,0
"POINT (162705.010964781075018 5401755.511132712475955)",563,20,1,0
"POINT (156377.306176175188739 5401589.247198955155909)",564,20,1,0
"POINT (157962.082690798997646 5402368.609388444572687)",564,20,1,0
"POINT (159022.400790511339437 5401495.723736216314137)",565,20,1,0
"POINT (158315.522057369787944 5402119.213487807661295)",565,20,1,0
"POINT (159033.802060400717892 5401495.723736216314137)",566,20,1,0
"POINT (159022.400790511339437 5401495.723736216314137)",566,20,1,0
"POINT (159033.802060400717892 5401495.723736216314137)",567,20,1,0
"POINT (159683.674444095377112 5402628.396784940734506)",567,20,1,0
"POINT (159033.802060400717892 5401485.332240357063711)",568,20,1,0
"POINT (159033.802060400717892 5401495.723736216314137)",568,20,1,0
"POINT (154370.682675644289702 5401474.940744496881962)",569,20,1,0
"POINT (155248.580457126547117 5401838.643099592067301)",569,20,1,0
"POINT (170298.256711108144373 5401474.940744496881962)",570,20,1,0
"POINT (168850.295435156906024 5401921.775066470727324)",570,20,1,0
"POINT (159033.802060400717892 5401454.157752777449787)",571,20,1,0
"POINT (159033.802060400717892 5401485.332240357063711)",571,20,1,0
"POINT (155282.784266794711584 5401412.591769337654114)",572,20,1,0
"POINT (155259.981727015925571 5401828.251603731885552)",572,20,1,0
"POINT (162887.431283011159394 5401412.591769337654114)",573,20,1,0
"POINT (162898.832552900537848 5401630.813182394951582)",573,20,1,0
"POINT (162887.431283011159394 5401402.200273477472365)",574,20,1,0
"POINT (162887.431283011159394 5401412.591769337654114)",574,20,1,0
"POINT (162898.832552900537848 5401402.200273477472365)",575,20,1,0
"POINT (162887.431283011159394 5401402.200273477472365)",575,20,1,0
"POINT (161120.23445015726611 5401371.025785897858441)",576,20,1,0
"POINT (160823.801433033368085 5402337.434900864958763)",576,20,1,0
"POINT (161120.23445015726611 5401360.634290038608015)",577,20,1,0
"POINT (161120.23445015726611 5401371.025785897858441)",577,20,1,0
"POINT (161131.635720046644565 5401360.634290038608015)",578,20,1,0
"POINT (161120.23445015726611 5401360.634290038608015)",578,20,1,0
"POINT (164529.214147081889678 5401360.634290038608015)",579,20,1,0
"POINT (163571.507476373953978 5402410.175371883437037)",579,20,1,0
"POINT (164540.615416971268132 5401360.634290038608015)",580,20,1,0
"POINT (164529.214147081889678 5401360.634290038608015)",580,20,1,0
"POINT (164540.615416971268132 5401360.634290038608015)",581,20,1,0
"POINT (164563.417956750025041 5402046.473016789183021)",581,20,1,0
"POINT (164540.615416971268132 5401350.242794178426266)",582,20,1,0
"POINT (164540.615416971268132 5401360.634290038608015)",582,20,1,0
"POINT (160208.132859006844228 5401329.459802458994091)",583,20,1,0
"POINT (160481.763336351985345 5402514.090330482460558)",583,20,1,0
"POINT (155898.452840821206337 5401319.068306598812342)",584,20,1,0
"POINT (155887.051570931827882 5401319.068306598812342)",584,20,1,0
"POINT (155898.452840821206337 5401319.068306598812342)",585,20,1,0
"POINT (156377.306176175188739 5401589.247198955155909)",585,20,1,0
"POINT (160196.731589117465774 5401319.068306598812342)",586,20,1,0
"POINT (159033.802060400717892 5401454.157752777449787)",586,20,1,0
"POINT (160208.132859006844228 5401319.068306598812342)",587,20,1,0
"POINT (160196.731589117465774 5401319.068306598812342)",587,20,1,0
"POINT (160208.132859006844228 5401319.068306598812342)",588,20,1,0
"POINT (160208.132859006844228 5401329.459802458994091)",588,20,1,0
"POINT (160219.534128896222683 5401319.068306598812342)",589,20,1,0
"POINT (160208.132859006844228 5401319.068306598812342)",589,20,1,0
"POINT (160778.196353475854266 5401319.068306598812342)",590,20,1,0
"POINT (160823.801433033368085 5402337.434900864958763)",590,20,1,0
"POINT (160778.196353475854266 5401319.068306598812342)",591,20,1,0
"POINT (161120.23445015726611 5401360.634290038608015)",591,20,1,0
"POINT (161222.845879161672201 5401319.068306598812342)",592,20,1,0
"POINT (161131.635720046644565 5401360.634290038608015)",592,20,1,0
"POINT (155898.452840821206337 5401308.676810739561915)",593,20,1,0
"POINT (155898.452840821206337 5401319.068306598812342)",593,20,1,0
"POINT (160208.132859006844228 5401308.676810739561915)",594,20,1,0
"POINT (160208.132859006844228 5401319.068306598812342)",594,20,1,0
"POINT (162773.418584117345745 5401308.676810739561915)",595,20,1,0
"POINT (162705.010964781075018 5401755.511132712475955)",595,20,1,0
"POINT (162784.819854006724199 5401308.676810739561915)",596,20,1,0
"POINT (162773.418584117345745 5401308.676810739561915)",596,20,1,0
"POINT (162784.819854006724199 5401308.676810739561915)",597,20,1,0
"POINT (162887.431283011159394 5401402.200273477472365)",597,20,1,0
"POINT (162773.418584117345745 5401298.285314879380167)",598,20,1,0
"POINT (162773.418584117345745 5401308.676810739561915)",598,20,1,0
"POINT (155670.427443033608142 5401246.327835580334067)",599,20,1,0
"POINT (155282.784266794711584 5401412.591769337654114)",599,20,1,0
"POINT (155681.828712922986597 5401246.327835580334067)",600,20,1,0
"POINT (155670.427443033608142 5401246.327835580334067)",600,20,1,0
"POINT (155681.828712922986597 5401246.327835580334067)",601,20,1,0
"POINT (155887.051570931827882 5401319.068306598812342)",601,20,1,0
"POINT (155670.427443033608142 5401235.936339720152318)",602,20,1,0
"POINT (155670.427443033608142 5401246.327835580334067)",602,20,1,0
"POINT (156639.535383630922297 5401235.936339720152318)",603,20,1,0
"POINT (156377.306176175188739 5401589.247198955155909)",603,20,1,0
"POINT (160755.393813697097357 5401235.936339720152318)",604,20,1,0
"POINT (160219.534128896222683 5401319.068306598812342)",604,20,1,0
"POINT (160755.393813697097357 5401235.936339720152318)",605,20,1,0
"POINT (160778.196353475854266 5401319.068306598812342)",605,20,1,0
"POINT (161439.470007059891941 5401235.936339720152318)",606,20,1,0
"POINT (161222.845879161672201 5401319.068306598812342)",606,20,1,0
"POINT (161450.871276949270396 5401235.936339720152318)",607,20,1,0
"POINT (161439.470007059891941 5401235.936339720152318)",607,20,1,0
"POINT (161450.871276949270396 5401235.936339720152318)",608,20,1,0
"POINT (162511.189376661612187 5401869.817587171681225)",608,20,1,0
"POINT (161439.470007059891941 5401225.54484385997057)",609,20,1,0
"POINT (161439.470007059891941 5401235.936339720152318)",609,20,1,0
"POINT (163594.310016152710887 5401204.761852140538394)",610,20,1,0
"POINT (162898.832552900537848 5401630.813182394951582)",610,20,1,0
"POINT (163594.310016152710887 5401194.370356280356646)",611,20,1,0
"POINT (163594.310016152710887 5401204.761852140538394)",611,20,1,0
"POINT (163605.711286042089341 5401194.370356280356646)",612,20,1,0
"POINT (163594.310016152710887 5401194.370356280356646)",612,20,1,0
"POINT (153150.746797480649548 5401163.195868700742722)",613,20,1,0
"POINT (153048.135368476214353 5401724.336645132862031)",613,20,1,0
"POINT (153150.746797480649548 5401152.804372841492295)",614,20,1,0
"POINT (153139.345527591271093 5401152.804372841492295)",614,20,1,0
"POINT (153150.746797480649548 5401152.804372841492295)",615,20,1,0
"POINT (153150.746797480649548 5401163.195868700742722)",615,20,1,0
"POINT (153162.148067370028002 5401152.804372841492295)",616,20,1,0
"POINT (153150.746797480649548 5401152.804372841492295)",616,20,1,0
"POINT (153162.148067370028002 5401152.804372841492295)",617,20,1,0
"POINT (154370.682675644289702 5401474.940744496881962)",617,20,1,0
"POINT (153150.746797480649548 5401142.412876981310546)",618,20,1,0
"POINT (153150.746797480649548 5401152.804372841492295)",618,20,1,0
"POINT (152603.485842790396418 5401080.063901822082698)",619,20,1,0
